mydatetime,myTZtimestamp,Rad1h,TTT,PPPP,FF,Rad1wh,Rad1Energy,mytimestamp
2026-03-02 22:00:00.000,2026-03-02 22:00:00,0.0,1.42,102600.0,1.54,0.0,0.0,1772485200.0
2026-03-02 23:00:00.000,2026-03-02 23:00:00,0.0,1.02,102630.0,1.54,0.0,0.0,1772488800.0
2026-03-03 00:00:00.000,2026-03-03 00:00:00,0.0,0.42,102660.0,1.54,0.0,0.0,1772492400.0
2026-03-03 01:00:00.000,2026-03-03 01:00:00,0.0,0.22,102690.0,1.03,0.0,0.0,1772496000.0
2026-03-03 02:00:00.000,2026-03-03 02:00:00,0.0,-0.28,102690.0,1.03,0.0,0.0,1772499600.0
2026-03-03 03:00:00.000,2026-03-03 03:00:00,0.0,-0.68,102710.0,1.03,0.0,0.0,1772503200.0
2026-03-03 04:00:00.000,2026-03-03 04:00:00,0.0,-0.98,102730.0,1.03,0.0,0.0,1772506800.0
2026-03-03 05:00:00.000,2026-03-03 05:00:00,0.0,-1.08,102780.0,1.03,0.0,0.0,1772510400.0
2026-03-03 06:00:00.000,2026-03-03 06:00:00,0.0,-0.88,102820.0,1.03,0.0,0.0,1772514000.0
2026-03-03 07:00:00.000,2026-03-03 07:00:00,120.0,0.22,102850.0,1.03,33.333360000000006,812.8006502400002,1772517600.0
2026-03-03 08:00:00.000,2026-03-03 08:00:00,470.0,2.72,102850.0,1.03,130.55566000000002,3183.4692134400007,1772521200.0
2026-03-03 09:00:00.000,2026-03-03 09:00:00,900.0,5.72,102850.0,1.03,250.00020000000004,6096.004876800001,1772524800.0
2026-03-03 10:00:00.000,2026-03-03 10:00:00,1280.0,8.32,102830.0,1.54,355.55584000000005,8669.873602560001,1772528400.0
2026-03-03 11:00:00.000,2026-03-03 11:00:00,1520.0,10.52,102790.0,2.06,422.22256000000004,10295.474903040002,1772532000.0
2026-03-03 12:00:00.000,2026-03-03 12:00:00,1610.0,11.82,102740.0,2.06,447.22258000000005,10905.075390720001,1772535600.0
2026-03-03 13:00:00.000,2026-03-03 13:00:00,1530.0,12.62,102690.0,2.06,425.00034000000005,10363.208290560002,1772539200.0
2026-03-03 14:00:00.000,2026-03-03 14:00:00,1340.0,13.02,102660.0,2.06,372.22252000000003,9076.27392768,1772542800.0
2026-03-03 15:00:00.000,2026-03-03 15:00:00,1010.0,12.92,102640.0,2.06,280.55578,6841.072139520001,1772546400.0
2026-03-03 16:00:00.000,2026-03-03 16:00:00,590.0,11.82,102640.0,2.06,163.88902000000002,3996.2698636800005,1772550000.0
2026-03-03 17:00:00.000,2026-03-03 17:00:00,180.0,9.52,102660.0,2.06,50.000040000000006,1219.2009753600003,1772553600.0
2026-03-03 18:00:00.000,2026-03-03 18:00:00,0.0,6.92,102700.0,1.54,0.0,0.0,1772557200.0
2026-03-03 19:00:00.000,2026-03-03 19:00:00,0.0,4.92,102750.0,1.54,0.0,0.0,1772560800.0
2026-03-03 20:00:00.000,2026-03-03 20:00:00,0.0,3.52,102790.0,1.03,0.0,0.0,1772564400.0
2026-03-03 21:00:00.000,2026-03-03 21:00:00,0.0,2.62,102810.0,1.03,0.0,0.0,1772568000.0
2026-03-03 22:00:00.000,2026-03-03 22:00:00,0.0,1.92,102840.0,1.03,0.0,0.0,1772571600.0
